"Envio","EstadoBR","Capital","Favela","Bairro","FaixaEtária","Raça","Gênero","Trans","Escolaridade","Abordado","Quantidade","Qtd_+10","Última","Ocorridos","PolicialMesmoGênero","Revistas","Tratamento","Ocorridos2","Sentimentos","Transporte","Racismo","Armas","Motivo","Identificação","Tempo","Tipos","Local","Imagem","Menor18","Casa","Delegacia","NaDelegacia","Conhecidos","Conte"
"2021-05-16 10:53:16","Minas Gerais","Capital","Não","Bairro Renda Alta","35 ou mais","Parda","Feminino","Não","Pós-graduação","Sim","Uma vez","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você)","Gênero diferente","Nenhuma das alternativas anteriores","Nem bom nem ruim","Nenhuma das opções anteriores","Frustrado ou impotente Tendo minha privacidade invadida","Transporte público","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam me abordando como parte da rotina do trabalho","Nunca","De 30 a 45 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-16 10:44:19","Distrito Federal","Capital","Não","Bairro Renda Alta","35 ou mais","Preta","Masculino","Não","Superior incompleto","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Ameaçaram forjar um flagrante.","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim racismo, homofobia","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado","a pé","Sempre mencionaram sua raça ou cor","Sempre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava","Uma vez","De 5 a 15 minutos","Policia Militar Policia Civil","Sem padrão","Nunca","Não","Não","Sim","Nenhuma das anteriores","",""
"2021-05-15 19:15:03","Rio de Janeiro","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Feminino","Não","Pós-graduação","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos","","","Nem bom nem ruim","Nenhuma das opções anteriores","Inseguro Com medo Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Nunca","Me informaram que estavam me abordando como parte da rotina do trabalho","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-15 16:29:21","Rio de Janeiro","Reg.Metropolitana","Sim","","25 - 29 anos","Preta","Masculino","Não","Médio completo","Sim","2 - 4","","6 meses - 1 ano","Houve revista no meu celular Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar","","","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim","Humilhado Com raiva ou ódio Exposto Revoltado Com medo Desrespeitado Aliviado por não ter acontecido algo pior","moto","Mencionaram na maioria das vezes, mas não sempre","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita","Nunca","De 15 a 30 minutos","Policia Militar","Mesmos lugares","Foto ou vídeo","Sim","Sim","Não","","",""
"2021-05-15 16:20:48","Rio de Janeiro","Capital","Não","Bairro Renda Alta","18 - 24 anos","Preta","Não - binário","Não","Médio completo","Sim","2 - 4","","3 - 6 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Ruim","Nenhuma das opções anteriores","Com raiva ou ódio Exposto Inseguro Com medo Aliviado por não ter acontecido algo pior","a pé","Às vezes mencionaram, às vezes não","Nunca","Me disseram que tinham recebido uma denúncia e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Nunca","De 15 a 30 minutos","Policia Militar Policia Civil","Diversos","Nunca","Sim","Não","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-15 15:36:00","Distrito Federal","Capital","Sim","","18 - 24 anos","Preta","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-15 15:03:08","Rio de Janeiro","Capital","Sim","","30 - 34 anos","Parda","Feminino","Não","Pós-graduação","Sim","acima de 10","12","< 3 meses","Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Anotaram meu nome e minha placa do carro, e falaram pra eu ter cuidado porque nem sempre encontrarei policiais calmos como ele. (Isso tudo após eu perguntar qual a intenção de todos procedimentos da abordagem)","","","Péssimo","Houve violência psicológica Houve assédio moral Abuso de poder e exposição à risco.","Com raiva ou ódio Exposto Inseguro Desrespeitado","de carro","Poucas vezes mencionaram sua raça ou cor","Sempre","Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Um carro preto saindo as 6:00 da manhã de sábado do PU é sempre suspeito.","Algumas vezes","De 5 a 15 minutos","Policia Militar Exército Força Nacional","Mesmos lugares","Nunca","Sim","Sim","Não","","",""
"2021-05-15 14:46:55","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-15 12:52:21","Rio de Janeiro","Capital","Sim","","30 - 34 anos","Preta","Feminino","Não","Pós-graduação","Sim","7 - 9","","3 - 6 meses","Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","","","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Revoltado Com medo Desrespeitado","de carro","Às vezes mencionaram, às vezes não","Nunca","Me disseram que EU PARECIA SER um suspeito que estavam procurando","Algumas vezes","De 30 a 45 minutos","Policia Militar","Diversos","Nunca","Sim","Sim","Não","","",""
"2021-05-15 12:09:26","Rio de Janeiro","Capital","Sim","","30 - 34 anos","Parda","Feminino","Não","Superior completo","Sim","acima de 10","18","< 3 meses","Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar Ao me abordar em carro não oficial, o militar disse ser da civil e apontou o fuzil pra mim pedindo que eu abrisse minha mochila, eu tremia e com gritos ele questionou meu nervosismo dizendo que eu estava devendo. Nessa hora eu só consegui responder: ""eu tenho um fuzil apontado pra mim"". Ele questionou dizendo que pelo ""meu perfil"" eu já deveria estar acostumada. O abuso seguiu, ele revirou minha mochila que tinha peças intimas as quais ele começou a cheirar e disse que ia gostar de me ver com aquelas peças. Em seguida ele pegou minha identidade e disse que a foto parecia de presidiária e ao terminar a abordagem disse que ficaria de olho em mim. O carro era um gol 97 preto com alarme e ele usava colete da civil, o agente de segurança era branco caucasiano típico de filmes que fala de nazismo ","","","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim Houve assédio sexual Houve assédio moral","Humilhado Exposto Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Com a sensação de que a favela me protege mais que na pista eu pareço um corpo estranho ","a pé","Poucas vezes mencionaram sua raça ou cor","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me disseram que tinham recebido uma denúncia e precisavam me abordar Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Uma vez","De 5 a 15 minutos","Policia Militar Policia Civil Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Sem padrão","Nunca","Sim","Sim","Não","","",""
"2021-05-15 10:51:30","Minas Gerais","Capital","Não","Bairro Renda Média","35 ou mais","Preta","Masculino","Não","Pós-graduação","Sim","4 - 6","","1 a 5 anos","Houve consulta aos meus documentos Houve revista na minha bolsa/mochila","","","Ruim","Houve violência psicológica","Com medo","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Que era procedimento ""padrão""","Nunca","De 5 a 15 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-15 07:46:24","Rio Grande do Sul","Capital","Não","Bairro Renda Média","18 - 24 anos","Branca","Masculino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-15 07:09:56","Sergipe","Capital","Não","Bairro Renda Média","30 - 34 anos","Parda","Masculino","Não","Pós-graduação","Sim","7 - 9","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","de carro","Às vezes mencionaram, às vezes não","Algumas vezes","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que minha ATITUDE era suspeita Me informaram que estavam fazendo uma operação especial e precisavam me abordar Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Sempre","De 15 a 30 minutos","Policia Militar Policia Civil Policia Rodoviário Federal Policia Federal Guarda Civil Metropolitana/Guarda Municipal","Sem padrão","Nunca","Sim","Não","Não","","",""
"2021-05-15 00:53:42","São Paulo","Reg.Metropolitana","Não","Bairro Renda Média","18 - 24 anos","Preta","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-14 21:13:43","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","35 ou mais","Preta","Masculino","Não","Superior incompleto","Sim","4 - 6","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais) Pediram para eu tirar uma ou mais peça de roupa","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Mencionaram na maioria das vezes, mas não sempre","Algumas vezes","Me disseram que tinham recebido uma denúncia e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 5 a 15 minutos","Policia Militar","Sem padrão","Apenas docs","Sim","Não","Sim","Eu fui levado, prestei esclarecimentos e fui liberado","",""
"2021-05-14 20:08:27","Rio de Janeiro","Capital","Sim","","18 - 24 anos","Preta","Feminino","Não","Superior incompleto","Não","","","","","","","","","","","","","","","","","","","","","","","Sim","Uma vez, numa abordagem policial, meu primo foi revistado e o policial jogou o celular dele no chão, ele tinha acabado de comprar e era um iPhone."
"2021-05-14 19:03:01","Rio de Janeiro","Capital","Sim","","18 - 24 anos","Preta","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-14 18:33:55","Rio Grande do Sul","Capital","Não","Bairro Renda Média","30 - 34 anos","Branca","Feminino","Não","Superior incompleto","Sim","2 - 4","","1 a 5 anos","Houve consulta aos meus documentos","","","Nem bom nem ruim","Nenhuma das opções anteriores","Aliviado por não ter acontecido algo pior","de carro","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Algumas vezes","De 5 a 15 minutos","Policia Militar Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-14 18:33:35","Rio de Janeiro","Capital","Sim","","25 - 29 anos","Preta","Masculino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-14 18:31:40","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Masculino","Não","Superior incompleto","Sim","acima de 10","30","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Nenhuma das alternativas anteriores","Ruim","Houve violência física Houve violência psicológica Houve agressão verbal, xingamentos Houve ameaças contra mim","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Poucas vezes mencionaram sua raça ou cor","Algumas vezes","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava","Algumas vezes","De 5 a 15 minutos","Policia Militar Guarda Civil Metropolitana/Guarda Municipal","Mesmos lugares","Foto ou vídeo","Sim","Não","Não","","",""
"2021-05-14 18:08:16","Rio de Janeiro","Capital","Não","Bairro Renda Média","18 - 24 anos","Parda","Não - binário","Não","Médio incompleto","Sim","4 - 6","","3 - 6 meses","Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Houve violência psicológica Houve assédio moral","Humilhado Com medo Aliviado por não ter acontecido algo pior","a pé","Mencionaram na maioria das vezes, mas não sempre","Mão na arma no coldre","Me disseram que EU PARECIA SER um suspeito que estavam procurando Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam me abordando como parte da rotina do trabalho","Sempre","De 5 a 15 minutos","Policia Militar Policia Civil","Mesmos lugares","Nunca","Sim","Não","Não","","",""
"2021-05-14 17:11:58","Rio de Janeiro","Interior ñ Rural","Não","Bairro Renda Média","18 - 24 anos","Preta","Masculino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-14 15:03:50","São Paulo","Capital","Não","Bairro Renda Média","30 - 34 anos","Branca","Masculino","Não","Pós-graduação","Sim","2 - 4","","> 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico","Mesmo gênero","Pediram para eu tirar uma ou mais peça de roupa","Ruim","Houve agressão verbal, xingamentos","Humilhado Exposto Inseguro Desrespeitado","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me disseram que minha ATITUDE era suspeita","Nunca","De 5 a 15 minutos","Policia Militar","Mesmos lugares","Nunca","Não","Não","Não","","",""
"2021-05-14 15:02:56","Rio Grande do Sul","Capital","Não","Bairro Renda Média","35 ou mais","Branca","Masculino","Não","Fundamental completo","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo) Perguntaram se era eu traficante ou tinha relação com o tráfico Tentaram armar uma situação falsa para me incriminar Disseram que um dos meus pertences era roubado e não meu","Gênero diferente","Pediram para eu tirar uma ou mais peça de roupa","Péssimo","Houve violência psicológica Houve ameaças contra mim Houve ameaça de morte","Humilhado Exposto Frustrado ou impotente Inseguro Tendo minha privacidade invadida Com medo Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Sempre","Me disseram que minha ATITUDE era suspeita Me informaram que estavam me abordando como parte da rotina do trabalho","Algumas vezes","De 30 a 45 minutos","Policia Militar Policia Civil Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM)","Diversos","Nunca","Não","Sim","Não","","",""
"2021-05-14 13:20:54","Rio de Janeiro","Reg.Metropolitana","Sim","","18 - 24 anos","Preta","Masculino","Não","Superior incompleto","Sim","2 - 4","","1 a 5 anos","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Bom","Nenhuma das opções anteriores","Exposto Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Não me informaram o motivo","Nunca","Até 5 minutos","Policia Militar Policia Rodoviário Federal","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-14 10:36:39","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Feminino","Não","Médio completo","Sim","Uma vez","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no meu celular Houve revista na minha bolsa/mochila Jogaram meus pertences no chão Perguntaram para onde eu estava indo (ou vindo)","Gênero diferente","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais) Pediram para eu tirar uma ou mais peça de roupa","Péssimo","Houve violência psicológica Houve assédio sexual Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado","a pé","Mencionaram na maioria das vezes, mas não sempre","Sempre","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava","Sempre","De 15 a 30 minutos","Policia Militar","Mesmos lugares","Foto ou vídeo","Sim","Não","Não","","",""
"2021-05-14 10:08:59","Minas Gerais","Capital","Não","Bairro Renda Média","35 ou mais","Parda","Feminino","Não","Pós-graduação","Sim","Uma vez","","> 5 anos","Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.)","","","Excelente","Nenhuma das opções anteriores","Inseguro","moto","Nunca mencionaram sua raça ou cor","Não me lembro","Não me informaram o motivo","Nunca","Até 5 minutos","Policia Militar","Diversos","Nunca","Não","Não","Não","","",""
"2021-05-14 08:33:37","Rio de Janeiro","Capital","Não","Bairro Renda Média","30 - 34 anos","Parda","Masculino","Não","Pós-graduação","Sim","acima de 10","20","< 3 meses","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista na minha bolsa/mochila Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Tocaram nas minhas partes íntimas (seios, bumbum, virilha, órgãos genitais)","Péssimo","Houve violência psicológica Houve agressão verbal, xingamentos Houve assédio moral","Humilhado Com raiva ou ódio Exposto Frustrado ou impotente Revoltado Inseguro Tendo minha privacidade invadida Com medo Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Algumas vezes","Me disseram que minha ATITUDE era suspeita Me disseram que estranharam alguém como eu ali naquele local que eu estava Me informaram que estavam fazendo uma operação especial e precisavam me abordar Me informaram que estavam me abordando como parte da rotina do trabalho Estavam abordando várias pessoas no local (ex: blitz) Não me informaram o motivo","Nunca","Até 5 minutos","Policia Militar Policia Civil Guarda Civil Metropolitana/Guarda Municipal Grupo Especial (ex: BOPE, GOE, ROTA, ROCAM) Exército","Sem padrão","Nunca","Não","Não","Não","","",""
"2021-05-14 08:13:39","Rio de Janeiro","Capital","Sim","","18 - 24 anos","Branca","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-14 08:06:14","Rio de Janeiro","Capital","Sim","","25 - 29 anos","Preta","Masculino","Não","Pós-graduação","Sim","7 - 9","","6 meses - 1 ano","Houve revista pessoal (contato físico entre o policial e você) Houve consulta aos meus documentos Houve revista no veículo (no carro, na moto, etc.) Perguntaram para onde eu estava indo (ou vindo)","Mesmo gênero","Nenhuma das alternativas anteriores","Nem bom nem ruim","Nenhuma das opções anteriores","Exposto Desrespeitado Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Me informaram que estavam me abordando como parte da rotina do trabalho Não me informaram o motivo","Algumas vezes","Até 5 minutos","Policia Militar","Mesmos lugares","Apenas docs","Sim","Não","Não","","",""
"2021-05-14 06:25:13","Rio de Janeiro","Capital","Não","Bairro Renda Média","18 - 24 anos","Branca","Feminino","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-14 05:57:46","São Paulo","Capital","Não","Bairro Renda Média","30 - 34 anos","Preta","Feminino","Não","Superior completo","Sim","2 - 4","","1 a 5 anos","Houve revista na minha bolsa/mochila Perguntaram para onde eu estava indo (ou vindo)","","","Ruim","Nenhuma das opções anteriores","Humilhado Com raiva ou ódio Exposto Inseguro Desrespeitado","a pé","Nunca mencionaram sua raça ou cor","Mão na arma no coldre","Não me informaram o motivo","Nunca","Até 5 minutos","Policia Militar Muito variado, prefiro não escolher (não lembro)","Diversos","Nunca","Sim","Não","Não","","",""
"2021-05-14 00:55:05","Rio de Janeiro","Capital","Não","Bairro Renda Baixa","18 - 24 anos","Preta","Prefiro não declarar","Não","Médio completo","Não","","","","","","","","","","","","","","","","","","","","","","","Sim",""
"2021-05-14 00:32:43","Rio de Janeiro","Capital","Não","Bairro Renda Média","35 ou mais","Branca","Feminino","Não","Superior completo","Não","","","","","","","","","","","","","","","","","","","","","","","Não",""
"2021-05-13 23:40:07","São Paulo","Capital","Não","Bairro Renda Alta","18 - 24 anos","Branca","Feminino","Não","Superior incompleto","Sim","2 - 4","","3 - 6 meses","Houve consulta aos meus documentos","","","Nem bom nem ruim","Nenhuma das opções anteriores","Aliviado por não ter acontecido algo pior","a pé","Nunca mencionaram sua raça ou cor","Nunca","Estavam abordando várias pessoas no local (ex: blitz)","Nunca","De 15 a 30 minutos","Policia Militar Policia Civil","Diversos","Nunca","Sim","Não","Não","","",""
